date,Real Upper Band,Real Middle Band,Real Lower Band
2000-10-03,151.5968,146.0554,140.5141
2000-10-04,151.149,145.7617,140.3744
2000-10-05,150.3187,145.4289,140.5391
2000-10-06,149.7991,144.9914,140.1836
2000-10-09,149.3013,144.5117,139.7221
2000-10-10,149.2535,143.9711,138.6886
2000-10-11,149.0633,143.3531,137.6429
2000-10-12,149.0768,142.5273,135.9779
2000-10-13,148.7914,142.1055,135.4195
2000-10-16,148.5682,141.782,134.9959
2000-10-17,148.3749,141.2211,134.0673
2000-10-18,148.2436,140.6891,133.1345
2000-10-19,148.0394,140.5203,133.0012
2000-10-20,147.4481,140.2516,133.055
2000-10-23,147.0277,140.0656,133.1035
2000-10-24,146.8054,139.925,133.0446
2000-10-25,146.4671,139.5828,132.6985
2000-10-26,145.6872,139.1672,132.6472
2000-10-27,145.1427,138.95,132.7573
2000-10-30,144.611,138.7844,132.9577
2000-10-31,144.6945,138.807,132.9195
2000-11-01,144.4527,138.7461,133.0394
2000-11-02,144.1265,138.6719,133.2172
2000-11-03,144.4109,138.7578,133.1046
2000-11-06,144.9928,138.9469,132.9009
2000-11-07,145.6126,139.25,132.8874
2000-11-08,145.7115,139.4515,133.1916
2000-11-09,145.3441,139.7969,134.2496
2000-11-10,145.387,139.75,134.1129
2000-11-13,145.5116,139.6187,133.7258
2000-11-14,145.3003,139.8375,134.3746
2000-11-15,144.9334,140.1031,135.2728
2000-11-16,144.9719,140.0062,135.0406
2000-11-17,145.0212,139.8429,134.6647
2000-11-20,145.1805,139.5508,133.921
2000-11-21,145.2562,139.3398,133.4235
2000-11-22,145.7162,139.1312,132.5463
2000-11-24,145.8074,139.039,132.2707
2000-11-27,145.7687,138.8765,131.9844
2000-11-28,145.7365,138.5344,131.3322
2000-11-29,145.2874,138.0586,130.8297
2000-11-30,144.898,137.5492,130.2004
2000-12-01,144.324,137.025,129.726
2000-12-04,143.515,136.5531,129.5912
2000-12-05,142.4082,136.25,130.0918
2000-12-06,140.9474,135.8383,130.7291
2000-12-07,140.1956,135.4929,130.7903
2000-12-08,139.4434,135.1898,130.9363
2000-12-11,139.7621,135.2898,130.8176
2000-12-12,140.0423,135.4133,130.7842
2000-12-13,139.5872,135.264,130.9409
2000-12-14,138.8631,135.0062,131.1493
2000-12-15,138.7606,134.6859,130.6112
2000-12-18,138.5468,134.4898,130.4328
2000-12-19,138.7548,134.2562,129.7577
2000-12-20,139.4545,133.8,128.1454
2000-12-21,139.8803,133.5492,127.2181
2000-12-22,139.7538,133.3539,126.954
2000-12-26,139.4618,133.1695,126.8772
2000-12-27,139.439,133.1508,126.8625
2000-12-28,139.4568,133.1648,126.8728
2000-12-29,139.4508,133.1101,126.7695
2001-01-02,139.5455,132.9392,126.3329
2001-01-03,139.6878,133.022,126.3562
2001-01-04,139.1268,132.8111,126.4953
2001-01-05,138.8698,132.4953,126.1208
2001-01-08,138.7489,132.3225,125.896
2001-01-09,138.5837,132.114,125.6444
2001-01-10,137.5282,131.7878,126.0474
2001-01-11,136.4892,131.5012,126.5133
2001-01-12,135.8167,131.2942,126.7717
2001-01-16,135.5664,131.2139,126.8614
2001-01-17,135.8029,131.3405,126.878
2001-01-18,136.1225,131.4445,126.7665
2001-01-19,136.4024,131.6445,126.8866
2001-01-22,136.3418,132.077,127.8122
2001-01-23,136.4672,132.5208,128.5743
2001-01-24,137.0111,132.7939,128.5767
2001-01-25,137.4114,132.9767,128.5421
2001-01-26,137.7197,133.1061,128.4925
2001-01-29,138.1049,133.2502,128.3954
2001-01-30,138.7209,133.5808,128.4406
2001-01-31,138.8401,133.9908,129.1415
2001-02-01,139.2626,134.1358,129.009
2001-02-02,139.3267,134.2008,129.0749
2001-02-05,139.1513,134.5308,129.9103
2001-02-06,138.9715,134.7908,130.61
2001-02-07,138.537,135.0358,131.5345
2001-02-08,138.4435,135.0858,131.728
2001-02-09,138.5074,135.0608,131.6142
2001-02-12,138.3769,135.1308,131.8846
2001-02-13,138.4301,135.1058,131.7815
2001-02-14,138.5461,135.0358,131.5254
2001-02-15,138.5513,134.9608,131.3703
2001-02-16,138.8717,134.78,130.6883
2001-02-20,139.4005,134.455,129.5095
2001-02-21,140.1464,133.935,127.7236
2001-02-22,140.4391,133.405,126.3709
2001-02-23,140.6684,132.855,125.0416
2001-02-26,140.4418,132.44,124.4382
2001-02-27,140.1046,131.93,123.7554
2001-02-28,139.6427,131.24,122.8373
2001-03-01,139.061,130.62,122.179
2001-03-02,138.1792,129.905,121.6308
2001-03-05,137.6503,129.4,121.1497
2001-03-06,136.7325,128.915,121.0975
2001-03-07,135.7565,128.495,121.2335
2001-03-08,134.8113,128.115,121.4187
2001-03-09,134.2161,127.63,121.0439
2001-03-12,134.4407,126.945,119.4493
2001-03-13,133.7385,126.275,118.8115
2001-03-14,133.3564,125.545,117.7336
2001-03-15,132.7408,124.825,116.9092
2001-03-16,131.9257,123.91,115.8943
2001-03-19,131.1729,123.26,115.3471
2001-03-20,131.0194,122.55,114.0806
2001-03-21,131.325,121.885,112.445
2001-03-22,131.5013,121.15,110.7987
2001-03-23,131.2046,120.625,110.0454
2001-03-26,130.3013,120.04,109.7787
2001-03-27,129.4916,119.635,109.7784
2001-03-28,129.0252,119.185,109.3448
2001-03-29,128.366,118.73,109.094
2001-03-30,127.7902,118.385,108.9798
2001-04-02,126.9639,117.86,108.7561
2001-04-03,125.9049,117.075,108.2451
2001-04-04,124.2262,116.27,108.3138
2001-04-05,121.889,115.67,109.451
2001-04-06,120.3447,115.165,109.9853
2001-04-09,119.9948,114.99,109.9852
2001-04-10,119.3531,114.825,110.2969
2001-04-11,119.1958,114.775,110.3542
2001-04-12,119.4416,114.835,110.2284
2001-04-16,119.727,114.965,110.203
2001-04-17,120.0813,115.06,110.0387
2001-04-18,121.8817,115.55,109.2183
2001-04-19,123.7557,116.22,108.6843
2001-04-20,124.8562,116.89,108.9238
2001-04-23,125.4825,117.275,109.0675
2001-04-24,125.9506,117.56,109.1694
2001-04-25,126.5465,117.805,109.0635
2001-04-26,127.2419,118.24,109.2381
2001-04-27,128.2367,118.755,109.2733
2001-04-30,128.9597,119.165,109.3703
2001-05-01,129.9063,119.81,109.7137
2001-05-02,130.1855,120.63,111.0745
2001-05-03,129.9767,121.345,112.7133
2001-05-04,130.4585,121.955,113.4515
2001-05-07,130.2986,122.6,114.9014
2001-05-08,130.0876,123.18,116.2724
2001-05-09,129.9369,123.63,117.3231
2001-05-10,129.6113,124.095,118.5787
2001-05-11,129.3979,124.41,119.4221
2001-05-14,128.6977,124.8,120.9023
2001-05-15,128.1318,125.135,122.1382
2001-05-16,128.7704,125.385,121.9996
2001-05-17,129.3322,125.56,121.7878
2001-05-18,129.9628,125.82,121.6772
2001-05-21,130.8286,126.295,121.7614
2001-05-22,131.3269,126.79,122.2531
2001-05-23,131.4417,127.095,122.7483
2001-05-24,131.5728,127.39,123.2072
2001-05-25,131.6327,127.505,123.3773
2001-05-29,131.5729,127.615,123.6571
2001-05-30,131.6056,127.525,123.4444
2001-05-31,131.6087,127.485,123.3613
2001-06-01,131.5677,127.56,123.5523
2001-06-04,131.5677,127.56,123.5523
2001-06-05,131.6814,127.69,123.6986
2001-06-06,131.6976,127.765,123.8324
2001-06-07,131.7094,127.89,124.0706
2001-06-08,131.6845,127.94,124.1955
2001-06-11,131.6167,127.985,124.3533
2001-06-12,131.5765,128.01,124.4435
2001-06-13,131.686,127.95,124.214
2001-06-14,132.1087,127.6,123.0913
2001-06-15,132.3125,127.235,122.1575
2001-06-18,132.3742,126.815,121.2558
2001-06-19,131.8139,126.32,120.8261
2001-06-20,131.067,125.865,120.663
2001-06-21,130.6151,125.59,120.5649
2001-06-22,130.0544,125.255,120.4556
2001-06-25,129.7861,124.935,120.0839
2001-06-26,129.6115,124.66,119.7085
2001-06-27,129.5972,124.47,119.3428
2001-06-28,129.4478,124.28,119.1122
2001-06-29,129.1673,124.075,118.9827
2001-07-02,128.7883,123.915,119.0417
2001-07-03,128.0116,123.68,119.3484
2001-07-05,127.3743,123.38,119.3857
2001-07-06,126.6858,122.925,119.1642
2001-07-09,126.077,122.56,119.043
2001-07-10,125.7595,122.17,118.5805
2001-07-11,125.3138,121.795,118.2762
2001-07-12,124.858,121.615,118.372
2001-07-13,124.8739,121.625,118.3761
2001-07-16,124.8356,121.565,118.2944
2001-07-17,124.8598,121.59,118.3202
2001-07-18,124.8281,121.55,118.2719
2001-07-19,124.8001,121.535,118.2699
2001-07-20,124.5057,121.41,118.3143
2001-07-23,124.4008,121.215,118.0292
2001-07-24,124.5246,121.02,117.5154
2001-07-25,124.4853,120.895,117.3047
2001-07-26,124.4252,120.84,117.2548
2001-07-27,124.3005,120.77,117.2395
2001-07-30,124.1156,120.685,117.2544
2001-07-31,123.6267,120.55,117.4733
2001-08-01,123.1677,120.45,117.7323
2001-08-02,123.3216,120.495,117.6684
2001-08-03,123.4487,120.635,117.8213
2001-08-06,123.4509,120.665,117.8791
2001-08-07,123.3559,120.79,118.2241
2001-08-08,123.3425,120.795,118.2475
2001-08-09,123.3488,120.68,118.0112
2001-08-10,123.1726,120.535,117.8974
2001-08-13,123.1552,120.465,117.7748
2001-08-14,123.0026,120.34,117.6774
2001-08-15,123.0,120.2,117.4
2001-08-16,122.7599,120.03,117.3001
2001-08-17,122.8073,119.805,116.8027
2001-08-20,122.8531,119.7465,116.6399
2001-08-21,123.106,119.6465,116.187
2001-08-22,123.1836,119.5415,115.8994
2001-08-23,123.186,119.3515,115.517
2001-08-24,123.0399,119.2615,115.4831
2001-08-27,122.8539,119.1315,115.4091
2001-08-28,122.6169,118.8915,115.1661
2001-08-29,122.2608,118.5615,114.8622
2001-08-30,121.9817,118.0965,114.2113
2001-08-31,121.5384,117.7115,113.8846
2001-09-04,121.4342,117.3665,113.2988
2001-09-05,121.0579,117.0115,112.9651
2001-09-06,121.4279,116.6265,111.8251
2001-09-07,121.9083,116.1165,110.3247
2001-09-10,121.8138,115.6565,109.4992
2001-09-17,122.5747,114.9065,107.2383
2001-09-18,122.8635,114.1465,105.4295
2001-09-19,123.3156,113.3365,103.3574
2001-09-20,123.8531,112.337,100.8209
2001-09-21,124.4059,111.361,98.3161
2001-09-24,123.9803,110.5045,97.0287
2001-09-25,123.5622,109.802,96.0418
2001-09-26,122.8302,109.022,95.2138
2001-09-27,121.9515,108.307,94.6625
2001-09-28,120.392,107.577,94.762
2001-10-01,118.7689,106.877,94.9851
2001-10-02,117.3554,106.327,95.2986
2001-10-03,116.1382,105.922,95.7058
2001-10-04,115.3003,105.627,95.9537
2001-10-05,114.1583,105.277,96.3957
2001-10-08,113.0255,104.932,96.8385
2001-10-09,111.6014,104.547,97.4926
2001-10-10,111.1077,104.422,97.7363
2001-10-11,111.3605,104.487,97.6135
2001-10-12,111.2368,104.457,97.6772
2001-10-15,111.8064,104.707,97.6076
2001-10-16,112.4574,105.002,97.5466
2001-10-17,112.6972,105.287,97.8768
2001-10-18,112.5331,105.7215,98.9099
2001-10-19,111.8565,106.2275,100.5985
2001-10-22,111.8581,106.6675,101.4769
2001-10-23,111.7781,107.025,102.2719
2001-10-24,111.415,107.385,103.355
2001-10-25,111.3282,107.8,104.2718
2001-10-26,111.4173,108.095,104.7727
2001-10-29,111.1056,108.255,105.4044
2001-10-30,111.034,108.285,105.536
2001-10-31,111.1393,108.205,105.2707
2001-11-01,111.173,108.26,105.347
2001-11-02,111.269,108.365,105.461
2001-11-05,111.5163,108.575,105.6337
2001-11-06,112.0322,108.895,105.7578
2001-11-07,112.549,109.095,105.641
2001-11-08,112.9874,109.225,105.4626
2001-11-09,113.4412,109.385,105.3288
2001-11-12,113.7326,109.52,105.3074
2001-11-13,114.5092,109.75,104.9908
2001-11-14,115.2205,110.1,104.9795
2001-11-15,115.8423,110.475,105.1077
2001-11-16,116.2571,110.825,105.3929
2001-11-19,116.946,111.14,105.334
2001-11-20,117.3542,111.435,105.5158
2001-11-21,117.5747,111.705,105.8353
2001-11-23,118.0544,111.96,105.8656
2001-11-26,118.5155,112.24,105.9645
2001-11-27,118.6567,112.635,106.6133
2001-11-28,118.2401,112.99,107.7399
2001-11-29,117.5833,113.445,109.3067
2001-11-30,117.1902,113.725,110.2598
2001-12-03,116.7486,113.93,111.1114
2001-12-04,116.6139,114.16,111.7061
2001-12-05,117.1029,114.41,111.7171
2001-12-06,117.4496,114.66,111.8704
2001-12-07,117.6033,114.86,112.1167
2001-12-10,117.5152,114.945,112.3748
2001-12-11,117.2762,115.055,112.8338
2001-12-12,117.2773,115.04,112.8027
2001-12-13,117.4875,114.91,112.3325
2001-12-14,117.5156,114.82,112.1244
2001-12-17,117.5141,114.815,112.1159
2001-12-18,117.438,114.775,112.112
2001-12-19,117.5253,114.825,112.1247
2001-12-20,117.5346,114.86,112.1854
2001-12-21,117.4729,114.825,112.1771
2001-12-24,117.3667,114.765,112.1633
2001-12-26,117.3667,114.765,112.1633
2001-12-27,117.4775,114.905,112.3325
2001-12-28,117.5764,114.96,112.3436
2001-12-31,117.5747,114.97,112.3653
2002-01-02,117.5857,115.075,112.5643
2002-01-03,117.7703,115.15,112.5297
2002-01-04,117.8159,115.16,112.5041
2002-01-07,117.7182,115.135,112.5518
2002-01-08,117.7022,115.13,112.5578
2002-01-09,117.7473,115.19,112.6327
2002-01-10,117.8292,115.285,112.7408
2002-01-11,117.826,115.315,112.804
2002-01-14,117.5277,115.42,113.3123
2002-01-15,117.3502,115.525,113.6998
2002-01-16,117.5699,115.45,113.3301
2002-01-17,117.632,115.385,113.138
2002-01-18,117.6904,115.2525,112.8146
2002-01-22,117.8682,115.1375,112.4068
2002-01-23,117.9061,115.0475,112.1889
2002-01-24,117.9173,114.9925,112.0677
2002-01-25,117.8818,114.9025,111.9232
2002-01-28,117.7492,114.7925,111.8358
2002-01-29,117.9949,114.5075,111.0201
2002-01-30,118.0557,114.3875,110.7193
2002-01-31,117.9382,114.2725,110.6068
2002-02-01,117.6011,114.0675,110.5339
2002-02-04,117.2702,113.6825,110.0948
2002-02-05,117.0931,113.3025,109.5119
2002-02-06,116.9065,112.9125,108.9185
2002-02-07,116.8634,112.5325,108.2016
2002-02-08,116.3598,112.2325,108.1052
2002-02-11,116.0106,112.0575,108.1044
2002-02-12,115.7491,111.9025,108.0559
2002-02-13,115.3028,111.7575,108.2122
2002-02-14,115.2397,111.7225,108.2053
2002-02-15,114.995,111.5825,108.17
2002-02-19,114.9062,111.363,107.8198
2002-02-20,114.7977,111.273,107.7483
2002-02-21,114.6623,111.028,107.3937
2002-02-22,114.3113,110.828,107.3447
2002-02-25,113.9853,110.723,107.4607
2002-02-26,113.52,110.588,107.656
2002-02-27,113.6258,110.658,107.6902
2002-02-28,113.5476,110.623,107.6984
2002-03-01,113.6673,110.648,107.6287
2002-03-04,114.4754,110.803,107.1306
2002-03-05,115.231,111.078,106.925
2002-03-06,116.2027,111.458,106.7133
2002-03-07,116.8945,111.848,106.8015
2002-03-08,117.4946,112.298,107.1014
2002-03-11,118.1612,112.653,107.1448
2002-03-12,118.7589,112.943,107.1271
2002-03-13,119.085,113.188,107.291
2002-03-14,119.3645,113.368,107.3715
2002-03-15,119.7336,113.598,107.4624
2002-03-18,120.0343,113.888,107.7417
2002-03-19,120.187,114.325,108.463
2002-03-20,120.1701,114.555,108.9399
2002-03-21,119.7347,114.905,110.0753
2002-03-22,119.3472,115.175,111.0028
2002-03-25,119.1734,115.28,111.3866
2002-03-26,118.8883,115.435,111.9817
2002-03-27,118.6116,115.58,112.5484
2002-03-28,118.0855,115.745,113.4045
2002-04-01,118.0026,115.79,113.5774
2002-04-02,118.0559,115.695,113.3341
2002-04-03,118.1973,115.58,112.9627
2002-04-04,118.2111,115.375,112.5389
2002-04-05,118.1978,115.185,112.1722
2002-04-08,118.0287,114.98,111.9313
2002-04-09,117.8407,114.725,111.6093
2002-04-10,117.4827,114.535,111.5873
2002-04-11,117.5914,114.265,110.9386
2002-04-12,117.4997,114.04,110.5803
2002-04-15,117.2775,113.735,110.1925
2002-04-16,116.835,113.56,110.285
2002-04-17,116.0702,113.335,110.5998
2002-04-18,115.8176,113.2,110.5824
2002-04-19,115.5152,113.08,110.6448
2002-04-22,115.3087,112.88,110.4513
2002-04-23,115.3387,112.725,110.1113
2002-04-24,115.3621,112.48,109.5979
2002-04-25,115.2122,112.225,109.2378
2002-04-26,115.3399,111.87,108.4001
2002-04-29,115.3447,111.485,107.6253
2002-04-30,115.1776,111.185,107.1924
2002-05-01,114.9704,110.99,107.0096
2002-05-02,114.8032,110.795,106.7868
2002-05-03,114.6778,110.54,106.4022
2002-05-06,114.7022,110.17,105.6378
2002-05-07,114.7643,109.82,104.8757
2002-05-08,114.2716,109.6,104.9284
2002-05-09,114.171,109.46,104.749
2002-05-10,114.0664,109.176,104.2856
2002-05-13,113.9157,109.041,104.1663
2002-05-14,113.4167,108.891,104.3653
2002-05-15,112.8745,108.731,104.5875
2002-05-16,112.4783,108.626,104.7737
2002-05-17,112.0161,108.526,105.0359
2002-05-20,111.81,108.461,105.112
2002-05-21,111.5902,108.371,105.1518
2002-05-22,111.5405,108.346,105.1515
2002-05-23,111.6241,108.376,105.1279
2002-05-24,111.6603,108.441,105.2217
2002-05-28,111.6471,108.501,105.3549
2002-05-29,111.6507,108.471,105.2913
2002-05-30,111.5841,108.361,105.1379
2002-05-31,111.5358,108.281,105.0262
2002-06-03,111.7831,108.121,104.4589
2002-06-04,111.885,108.076,104.267
2002-06-05,111.8374,108.101,104.3646
2002-06-06,112.0368,107.826,103.6152
2002-06-07,112.2513,107.601,102.9507
2002-06-10,112.3908,107.5,102.6092
2002-06-11,112.6447,107.205,101.7653
2002-06-12,112.4339,106.825,101.2161
2002-06-13,112.2867,106.415,100.5433
2002-06-14,111.925,105.965,100.005
2002-06-17,111.1823,105.625,100.0677
2002-06-18,110.6264,105.39,100.1536
2002-06-19,110.2292,105.08,99.9308
2002-06-20,109.7954,104.695,99.5946
2002-06-21,109.1405,104.154,99.1675
2002-06-24,108.5804,103.709,98.8376
2002-06-25,108.3129,103.182,98.0511
2002-06-26,107.9929,102.703,97.4131
2002-06-27,107.4098,102.3245,97.2392
2002-06-28,106.676,101.9125,97.149
2002-07-01,106.6113,101.544,96.4767
2002-07-02,106.6773,101.0625,95.4477
2002-07-03,106.2638,100.558,94.8522
2002-07-05,105.9128,100.3485,94.7842
2002-07-08,105.5627,100.087,94.6113
2002-07-09,105.2267,99.682,94.1373
2002-07-10,105.5228,99.188,92.8532
2002-07-11,105.3976,98.7015,92.0054
2002-07-12,105.397,98.214,91.031
2002-07-15,105.2206,97.761,90.3014
2002-07-16,104.5771,97.084,89.5909
2002-07-17,103.4158,96.371,89.3262
2002-07-18,103.0284,95.636,88.2436
2002-07-19,103.1549,94.8115,86.4681
2002-07-22,103.6792,93.9575,84.2358
2002-07-23,104.0549,92.965,81.8751
2002-07-24,103.7559,92.323,80.8901
2002-07-25,103.3356,91.637,79.9384
2002-07-26,102.3511,90.9455,79.5399
2002-07-29,101.2876,90.486,79.6844
2002-07-30,100.5632,90.1815,79.7998
2002-07-31,100.1517,89.991,79.8303
2002-08-01,99.5027,89.6545,79.8063
2002-08-02,97.8838,89.0285,80.1732
2002-08-05,96.4099,88.3135,80.2171
2002-08-06,95.26,87.863,80.466
2002-08-07,94.7993,87.662,80.5247
2002-08-08,94.4683,87.566,80.6637
2002-08-09,94.3747,87.538,80.7013
2002-08-12,94.0852,87.452,80.8188
2002-08-13,93.8919,87.3725,80.8531
2002-08-14,94.1482,87.4465,80.7448
2002-08-15,94.9351,87.7315,80.5279
2002-08-16,95.5979,88.157,80.7161
2002-08-19,96.3681,88.817,81.2659
2002-08-20,96.2785,89.539,82.7995
2002-08-21,96.9662,90.0905,83.2148
2002-08-22,97.5752,90.7245,83.8738
2002-08-23,97.7983,91.1745,84.5507
2002-08-26,98.2693,91.449,84.6287
2002-08-27,98.526,91.61,84.694
2002-08-28,98.5729,91.657,84.7411
2002-08-29,98.6153,91.825,85.0347
2002-08-30,98.4612,92.0745,85.6878
2002-09-03,97.7473,92.3,86.8527
2002-09-04,97.4062,92.4475,87.4888
2002-09-05,97.3285,92.4815,87.6345
2002-09-06,97.3581,92.434,87.5099
2002-09-09,97.3634,92.4025,87.4416
2002-09-10,97.3618,92.4565,87.5512
2002-09-11,97.2481,92.5645,87.8809
2002-09-12,97.3021,92.426,87.5499
2002-09-13,97.2263,92.2345,87.2427
2002-09-16,97.1387,92.068,86.9973
2002-09-17,96.8384,91.6895,86.5406
2002-09-18,96.7018,91.3175,85.9332
2002-09-19,96.4746,90.765,85.0554
2002-09-20,95.8328,90.1485,84.4642
2002-09-23,95.5657,89.6015,83.6373
2002-09-24,95.1285,88.954,82.7795
2002-09-25,94.4619,88.4635,82.4651
2002-09-26,94.0122,88.145,82.2778
2002-09-27,93.6898,87.6755,81.6612
2002-09-30,93.3995,87.176,80.9525
2002-10-01,93.2808,87.048,80.8152
2002-10-02,93.0717,86.7285,80.3853
2002-10-03,92.9533,86.405,79.8567
2002-10-04,92.7075,85.945,79.1825
2002-10-07,92.386,85.3685,78.351
2002-10-08,91.5058,84.802,78.0982
2002-10-09,90.8001,84.1505,77.5009
2002-10-10,90.0579,83.7095,77.3611
2002-10-11,89.1727,83.434,77.6953
2002-10-14,88.1315,83.171,78.2105
2002-10-15,88.3498,83.2145,78.0792
2002-10-16,88.2743,83.1945,78.1147
2002-10-17,88.8844,83.373,77.8616
2002-10-18,89.5498,83.5875,77.6252
2002-10-21,90.5304,83.913,77.2956
2002-10-22,91.2766,84.2735,77.2704
2002-10-23,92.0309,84.566,77.1011
2002-10-24,92.3306,84.6975,77.0644
2002-10-25,93.0076,85.07,77.1324
2002-10-28,93.4838,85.461,77.4382
2002-10-29,93.7401,85.6035,77.4669
2002-10-30,94.1354,85.9175,77.6996
2002-10-31,94.3459,86.228,78.1101
2002-11-01,94.5995,86.7015,78.8035
2002-11-04,94.6087,87.3015,79.9943
2002-11-05,94.7023,87.8755,81.0487
2002-11-06,94.1539,88.6225,83.0911
2002-11-07,93.337,89.129,84.921
2002-11-08,92.9422,89.4035,85.8648
2002-11-11,92.4301,89.585,86.7399
2002-11-12,92.4292,89.598,86.7668
2002-11-13,92.2039,89.723,87.2421
2002-11-14,92.2698,89.846,87.4222
2002-11-15,92.4316,89.984,87.5364
2002-11-18,92.4556,89.9995,87.5434
2002-11-19,92.4921,90.0415,87.5909
2002-11-20,92.8028,90.15,87.4972
2002-11-21,93.4652,90.4365,87.4078
2002-11-22,93.8897,90.5975,87.3053
2002-11-25,94.2775,90.791,87.3045
2002-11-26,94.2995,90.9475,87.5955
2002-11-27,94.7623,91.19,87.6177
2002-11-29,95.0119,91.463,87.9141
2002-12-02,95.3416,91.656,87.9704
2002-12-03,95.4568,91.743,88.0292
2002-12-04,95.4995,91.773,88.0465
2002-12-05,95.3753,91.6925,88.0097
2002-12-06,95.416,91.756,88.096
2002-12-09,95.4263,91.7485,88.0707
2002-12-10,95.225,91.8705,88.516
2002-12-11,95.0861,91.9615,88.8369
2002-12-12,94.9323,92.0475,89.1627
2002-12-13,95.0475,91.978,88.9085
2002-12-16,95.0525,91.9905,88.9285
2002-12-17,95.0386,92.009,88.9794
2002-12-18,95.0806,91.981,88.8814
2002-12-19,95.147,91.8205,88.494
2002-12-20,94.8617,91.6155,88.3693
2002-12-23,94.6517,91.4455,88.2393
2002-12-24,94.4258,91.2395,88.0532
2002-12-26,94.4013,91.124,87.8467
2002-12-27,94.1071,90.779,87.4509
2002-12-30,93.6646,90.4855,87.3064
2002-12-31,93.04,90.1905,87.341
2003-01-02,92.7093,90.1005,87.4917
2003-01-03,92.4954,90.0455,87.5956
2003-01-06,92.8228,90.122,87.4212
2003-01-07,92.9715,90.157,87.3425
2003-01-08,93.0982,90.2515,87.4048
